respondent_id,question,response
462,Now we wonder why you assessed Quality Hotel the way you did?,Har bott där för några år sedan 
466,Now we wonder why you assessed Quality Hotel the way you did?,Har erfarenhet av övernattning på Quality
473,Now we wonder why you assessed Quality Hotel the way you did?,Bor nästan alltid på Clarion eller Quality hotel o det är inget som utmärker sig i extra hos er när det gäller dessa frågor. Ni håller den profil som man förväntar sig. 
475,Now we wonder why you assessed Quality Hotel the way you did?,Varit bra när jag bott där i tjänst och privat 
477,Now we wonder why you assessed Quality Hotel the way you did?,Jobbar i företaget och har bra kunskap i företagets policy kring dessa frågor 
483,Now we wonder why you assessed Quality Hotel the way you did?,För att jag har koll på dom och också bott hos dom. 
489,Now we wonder why you assessed Quality Hotel the way you did?,Erfarenhet från övernattningar
495,Now we wonder why you assessed Quality Hotel the way you did?,För i mina ögon har Quality stannat av och sänkt sitt arbete generellt. De var mer på tån tidigare.
514,Now we wonder why you assessed Quality Hotel the way you did?,Jobbar hållbart
516,Now we wonder why you assessed Quality Hotel the way you did?,Ingen erfarenhet av hotellet
537,Now we wonder why you assessed Quality Hotel the way you did?,Vet ej
542,Now we wonder why you assessed Quality Hotel the way you did?,Har bott i enstaka Quality Hotel.
547,Now we wonder why you assessed Quality Hotel the way you did?,Samma kedja 
551,Now we wonder why you assessed Quality Hotel the way you did?,E
573,Now we wonder why you assessed Quality Hotel the way you did?,.
594,Now we wonder why you assessed Quality Hotel the way you did?,Allmän känsla. Vad som verkligen sker vet ju ingen utanför.
608,Now we wonder why you assessed Quality Hotel the way you did?,Alltid trivsamt där 
624,Now we wonder why you assessed Quality Hotel the way you did?,Besökt senaste året
632,Now we wonder why you assessed Quality Hotel the way you did?,Bolagets framtoning
648,Now we wonder why you assessed Quality Hotel the way you did?,Jag har ingen anknytning till hotellkedjan.
51,Now we wonder why you assessed Radisson Blu the way you did?,Bott där ett par gånger
88,Now we wonder why you assessed Radisson Blu the way you did?,Vi har bara bott på hotellet någon enstaka gång.
92,Now we wonder why you assessed Radisson Blu the way you did?,För att de inte är som det bästa som jag jämför med 
182,Now we wonder why you assessed Radisson Blu the way you did?,"Min känsla för kedjan är att det känns fräscht, hög kvalitet och service minded. Och internationellt.  "
185,Now we wonder why you assessed Radisson Blu the way you did?,ett hotel jag besökt ett anta gånger
186,Now we wonder why you assessed Radisson Blu the way you did?,Samma som Best Western.
195,Now we wonder why you assessed Radisson Blu the way you did?,Det var vad jag tyckte.
217,Now we wonder why you assessed Radisson Blu the way you did?,-
236,Now we wonder why you assessed Radisson Blu the way you did?,Bra erfarenheter 
286,Now we wonder why you assessed Radisson Blu the way you did?,Av det jag sett och läst utiftån verkar de jobba hållbart på fler plan 
290,Now we wonder why you assessed Radisson Blu the way you did?,Det jag har upplevt när jag har besökt hotellet. 
350,Now we wonder why you assessed Radisson Blu the way you did?,vet ej
381,Now we wonder why you assessed Radisson Blu the way you did?,Erfarenhet 
429,Now we wonder why you assessed Radisson Blu the way you did?,Av erfarenhet 
446,Now we wonder why you assessed Radisson Blu the way you did?,Se tidigare
462,Now we wonder why you assessed Radisson Blu the way you did?,Längesedan jag bodde där
475,Now we wonder why you assessed Radisson Blu the way you did?,Tycker dom har varit bra när jag har utnyttjat dom 
495,Now we wonder why you assessed Radisson Blu the way you did?,För jag är ingen stor fan av den kedja
514,Now we wonder why you assessed Radisson Blu the way you did?,Bra
516,Now we wonder why you assessed Radisson Blu the way you did?,Har bott där ett par ggtr. Tydligen fick vi ett mindre bra rum då . Därför drar det ner min upplevelse där . 
537,Now we wonder why you assessed Radisson Blu the way you did?,Seriösa
547,Now we wonder why you assessed Radisson Blu the way you did?,Samma krav som övriga kedjor  
551,Now we wonder why you assessed Radisson Blu the way you did?,E
573,Now we wonder why you assessed Radisson Blu the way you did?,.
608,Now we wonder why you assessed Radisson Blu the way you did?,Alltid trivsamt 
624,Now we wonder why you assessed Radisson Blu the way you did?,Ej besökt senaste året.
632,Now we wonder why you assessed Radisson Blu the way you did?,Bolagets profil
9,Now we wonder why you assessed Scandic Hotels the way you did?,Genomtänkt 
38,Now we wonder why you assessed Scandic Hotels the way you did?,"samma uppfattning som för Clarion hotells, Scandic Hotels använde jag under min verksamma tid som resande i tjänsten"
47,Now we wonder why you assessed Scandic Hotels the way you did?,I vilken fråga? 
52,Now we wonder why you assessed Scandic Hotels the way you did?,Bra hotell
55,Now we wonder why you assessed Scandic Hotels the way you did?,Xxx
57,Now we wonder why you assessed Scandic Hotels the way you did?,Bra hotell.
134,Now we wonder why you assessed Scandic Hotels the way you did?,Samma 
145,Now we wonder why you assessed Scandic Hotels the way you did?,Erfarenhet från tjänsteresor
201,Now we wonder why you assessed Scandic Hotels the way you did?,Vet inte
220,Now we wonder why you assessed Scandic Hotels the way you did?,De arbetar med frågor som jag berörs av
223,Now we wonder why you assessed Scandic Hotels the way you did?,Trivts bra under boende
229,Now we wonder why you assessed Scandic Hotels the way you did?,Same as previous questions.
235,Now we wonder why you assessed Scandic Hotels the way you did?,Har bott ca 1000 nätter på Scandichotell i jobbet mycket bra alltid bra skrivbord mm.  
285,Now we wonder why you assessed Scandic Hotels the way you did?,Jag har upplevt att scandic varit en bra hotellkedja med en ökad variation av personal. Saknar en utökning av veganska frukosttillbehör 
301,Now we wonder why you assessed Scandic Hotels the way you did?,"Scandic är tydliga med sitt engagemang för både hållbar miljö och socialt ansvar på hotellen, det märks när man bor på ett S andic hotell. "
321,Now we wonder why you assessed Scandic Hotels the way you did?,Vet inte
351,Now we wonder why you assessed Scandic Hotels the way you did?,Bott några nätter på Scandic genom åren √Ñr nivå 6 för tillfället i deras gäst program. Och spelat basket under några år med en av deras förra chefer.
374,Now we wonder why you assessed Scandic Hotels the way you did?,.
389,Now we wonder why you assessed Scandic Hotels the way you did?,Har inte sett eller hört något negativt om dem
394,Now we wonder why you assessed Scandic Hotels the way you did?,Oklart vad de gör för att uppnå målen
398,Now we wonder why you assessed Scandic Hotels the way you did?,Scandic har social greenwashing
410,Now we wonder why you assessed Scandic Hotels the way you did?,Bor mest på Scandic. √Ñr inte imponerad men man slipper betala i förskott vilket är otroligt viktigt för mig
419,Now we wonder why you assessed Scandic Hotels the way you did?,bra fokus på miljö och samhälle
450,Now we wonder why you assessed Scandic Hotels the way you did?,Bra råvaror
460,Now we wonder why you assessed Scandic Hotels the way you did?,"Har få besök på hotellet i kiruna allmänt är min uppfattning att man inte har en genomtänkt personalpolitik, ont om personal, "
507,Now we wonder why you assessed Scandic Hotels the way you did?,√Ñr medlem 
526,Now we wonder why you assessed Scandic Hotels the way you did?,Miljötänkande  
553,Now we wonder why you assessed Scandic Hotels the way you did?,Känner inte till så mycket.
559,Now we wonder why you assessed Scandic Hotels the way you did?,Har inte bott på mågot Scandic dom senaste 25åren
574,Now we wonder why you assessed Scandic Hotels the way you did?,Bra och fina hotell
579,Now we wonder why you assessed Scandic Hotels the way you did?,Vet ej
590,Now we wonder why you assessed Scandic Hotels the way you did?,De har inte samma känsla i det de gör 
596,Now we wonder why you assessed Scandic Hotels the way you did?,"Tycker i regel att det märks på alla de större hotellkedjor jag känner till att man jobbar framför allt med hållbarhet och klimatpåverkan. Bara på de senare åren har tycker jag mig se att man tex. frångått onödigt utbyte av handdukar, sängkläder etc. Gårdagens mat kan köpas som matlåda mm. mm. "
610,Now we wonder why you assessed Scandic Hotels the way you did?,Bor aldrig där. 
38,Now we wonder why you assessed Strawberry the way you did?,"Strawberry som ny i hotell kedjan, där jag har medlemskap , de skapar förtroende för sina hotell gäster. "
52,Now we wonder why you assessed Strawberry the way you did?,Laddstationer 
55,Now we wonder why you assessed Strawberry the way you did?,Xxxx
57,Now we wonder why you assessed Strawberry the way you did?,Bra hotell
91,Now we wonder why you assessed Strawberry the way you did?,Samma som omdömet på Clarion fast det känns som snäppet under‚Ä¶
114,Now we wonder why you assessed Strawberry the way you did?,Saknar vegetariska alternativ. Saknar också mer ekologiska produkter. Tycker inte om att hotellkedjan förknippas med flygnolaget Norwegian och erbjuder resor med flyg för hotellgäster.   
134,Now we wonder why you assessed Strawberry the way you did?,Samma 
145,Now we wonder why you assessed Strawberry the way you did?,Erfarenhet från tjänsteresor 
149,Now we wonder why you assessed Strawberry the way you did?,.
220,Now we wonder why you assessed Strawberry the way you did?,Strawberry som helhet arbetar mkt med miljöpåverkan 
223,Now we wonder why you assessed Strawberry the way you did?,Trivts bra under boende
229,Now we wonder why you assessed Strawberry the way you did?,Same as previous questions.
235,Now we wonder why you assessed Strawberry the way you did?,"Bor på de hotellen numera oftast på Comfort Arlanda. Lagom bra rum, bra frukost. "
301,Now we wonder why you assessed Strawberry the way you did?,"Strawberry är tydliga med sitt Wecare  arbete, 6 viktiga områden som alla hotellen inom kedjan satsar mot. "
321,Now we wonder why you assessed Strawberry the way you did?,Har bott där
351,Now we wonder why you assessed Strawberry the way you did?,Se tidigare svar i frågan.
374,Now we wonder why you assessed Strawberry the way you did?,Det är ingen tydlig skillnad inom koncernen
386,Now we wonder why you assessed Strawberry the way you did?,Har bott där 
389,Now we wonder why you assessed Strawberry the way you did?,Har inte sett eller hört något negativt om dem
394,Now we wonder why you assessed Strawberry the way you did?,Oklart vad de gör för att uppnå målen
415,Now we wonder why you assessed Strawberry the way you did?,Se svar ovan!
419,Now we wonder why you assessed Strawberry the way you did?,känns som att det finns ett stort samhällsengagemang i stort och på alla hotell
450,Now we wonder why you assessed Strawberry the way you did?,På grund av Dålig service och bemötande vid klagomål.  
456,Now we wonder why you assessed Strawberry the way you did?,Tycker de är bra. 
458,Now we wonder why you assessed Strawberry the way you did?,Har besökt men har inte gjort någon reflektion kring hur hotellet jobbar med det. Varken positiv eller negativ 
460,Now we wonder why you assessed Strawberry the way you did?,Jag har en positiv bild av Strawberry
488,Now we wonder why you assessed Strawberry the way you did?,I framkant när det gäller att inreda hotell med en trevlig känsla 
492,Now we wonder why you assessed Strawberry the way you did?,Kan inte specificera frågan 
504,Now we wonder why you assessed Strawberry the way you did?,Bott där ofta 
507,Now we wonder why you assessed Strawberry the way you did?,√Ñr medlem 
518,Now we wonder why you assessed Strawberry the way you did?,Vi har ju bott på dessa hotell under många år och har sett de förbättringar de har gjort på flera områden.
526,Now we wonder why you assessed Strawberry the way you did?,Miljöarbete   
541,Now we wonder why you assessed Strawberry the way you did?,Bra känsla
553,Now we wonder why you assessed Strawberry the way you did?,Legat mest på det hotellet Clarion.
555,Now we wonder why you assessed Strawberry the way you did?,Min upplevelse 
559,Now we wonder why you assessed Strawberry the way you did?,Vet att det är Stordalen CL CO QU hotellens nya grupp men tycker fortfarande att Clarion var bättre än üçì hittade inget smultron!
574,Now we wonder why you assessed Strawberry the way you did?,√Ñr en nöjd Strawberry medlem med bra rabatt erbjudanden och väldigt god mat och jättefina rum.
578,Now we wonder why you assessed Strawberry the way you did?,"Medlem, så läser därför lite extra om denna kedja via mejl samt att Stordalen syns i media "
579,Now we wonder why you assessed Strawberry the way you did?,Min uppfattning är att Strawberry lägger stor vikt vid hållbarhet
590,Now we wonder why you assessed Strawberry the way you did?,Strawberry är välkomnande
596,Now we wonder why you assessed Strawberry the way you did?,"Tycker i regel att det märks på alla de större hotellkedjor jag känner till att man jobbar framför allt med hållbarhet och klimatpåverkan. Bara på de senare åren har tycker jag mig se att man tex. frångått onödigt utbyte av handdukar, sängkläder etc. Gårdagens mat kan köpas som matlåda mm. mm. "
610,Now we wonder why you assessed Strawberry the way you did?,Har inte bott hos dem sedan namnbytet. Vet inget. 
623,Now we wonder why you assessed Strawberry the way you did?,Bra hotell kedja
634,Now we wonder why you assessed Strawberry the way you did?,Jag bor mycket på Strawberrykedjan och trivs med det  
647,Now we wonder why you assessed Strawberry the way you did?,Bra hotell 
9,Why did you answer like that?,Det intresserar mig jättemycket 
62,Why did you answer like that?,It is always good to know so you can make a decision from that and choose your hotel
65,Why did you answer like that?,"Annars tror jag inte man blir uppmärksam på detta. Vissa kunder behöver veta, annars blir de irriterade över förändringen"
76,Why did you answer like that?,För så hade jag gjort och gör.
105,Why did you answer like that?,Hållbarhet är en viktig fråga 
139,Why did you answer like that?,Bryr mig inte 
224,Why did you answer like that?,för att det är tröttsamt att bli överöst av div info från en massa olika företag
229,Why did you answer like that?,"I understand that some customers or businesses that does work with other B2B care about it. For me as a person, I don't care if it's communicated or not. "
235,Why did you answer like that?,Ser inga sådant på hotellen. 
244,Why did you answer like that?,Det är viktigt att företag engagerar sig i de frågorna och också talar om det. 
259,Why did you answer like that?,För jag vill veta så jag gör bäst val.
276,Why did you answer like that?,För att jag är det.
278,Why did you answer like that?,För att det ska vara lättillgänglig info då den är viktig
291,Why did you answer like that?,Man ska visa vad man gör och vad man står för om det är positivt. Viktigt att visa sitt engagemang i stora frågor och bidra till positiva effekter. 
301,Why did you answer like that?,Det är viktigt och gör det enklare för kunden att göra kloka och hållbara val.
317,Why did you answer like that?,Enda sättet att ta till mig information 
318,Why did you answer like that?,Jag är dåligt insatt så det är bra med information
321,Why did you answer like that?,Därför det avgör för mej
326,Why did you answer like that?,Viktigt att visa ansvar och öka kunskap och förståelse för hållbarhet
344,Why did you answer like that?,Det är viktigt att vi alla hjälps åt att skydda vår värld.
345,Why did you answer like that?,Det visar att företaget bryr sig och att det ofta finns en långsiktighet i det arbetet.
349,Why did you answer like that?,"However, I am conscious about too much marketing- driven purpose with little meaningful environmental impact"
351,Why did you answer like that?,"Jaha, allt har sin plats och tid när det kommer till miljö och ett ekosystem på ett företag i dess cirkulation av varor och tjänster vars profit genererar avfall."
374,Why did you answer like that?,"Lagom är bäst Det är bra att veta, men eget skryt luktar illa"
376,Why did you answer like that?,Vet inte
386,Why did you answer like that?,Har fått info
389,Why did you answer like that?,Det är bra att veta företags miljö- och sociala ansvar
398,Why did you answer like that?,Jag uppfattar det som det oftast handlar om marknadsföring och inte ett äkta initiativ.
410,Why did you answer like that?,För jag inte bryr mig och det är mest irriterande och stör mig med allt snack om könstillhörigheter och vego. 
419,Why did you answer like that?,som förälder är det en viktig fråga för framtiden och nästa generation
423,Why did you answer like that?,"Tycker det är bra att informera om att man arbetar med det, finns nog många som beslutar sitt val beroende av det"
433,Why did you answer like that?,"Pris, läge o kvällsmat styr i nuläget mina val"
434,Why did you answer like that?,Jag har inte reflekterat över det men samtidigt är det väl bra att göra individer uppmärksamma 
443,Why did you answer like that?,"Hållbarhetsarbete kan bli mycket snack och lite verkstad, ofta kopplat till ekonomiska faktorer där man fokuserar utifrån pay-off och inte globalt perspektiv"
450,Why did you answer like that?,För det är viktigt för mina val i livet. 
456,Why did you answer like that?,Bra med info. 
458,Why did you answer like that?,Tyvärr tror jag inte att jag reflekterar tillräckligt kring miljöfrågor när det gäller hotell osv. . Jag vet att jag läser något här o där men det är ingenting som fastnar. Vet tex att jag sett saker på hotellen eller ibland i appen men jag‚Ä¶läser typ sällan. 
460,Why did you answer like that?,"Intressant att se hur företaget arbetar, med bla hållbarhet"
476,Why did you answer like that?,Anser att generellt påvisar företag för dåligt hur de jobbar med hållbarhet. Bra att företag för fram de positiva initiativ de tar för att jobba mer hållbart.
488,Why did you answer like that?,Bra att informera om
492,Why did you answer like that?,√Ñr inte intresserad 
500,Why did you answer like that?,"Viktiga underlag för beslut, speciellt om det finns fler alternativ"
507,Why did you answer like that?,√Ñr ibland svårt att bedöma om det som sägs stämmer 
513,Why did you answer like that?,"Jag bokar trivsamma hotell som erbjuder bra priser, trevliga rum, mysfaktor, sköna sängar, bra frukost och mat samt trevlig stad. Sedan är det bra om de arbetar hållbart. Jag brukar sakna sopsortering på rum eller inom hotellet."
517,Why did you answer like that?,Då kan jag få mer information om jag vill och jag vet att de har fokus på området 
518,Why did you answer like that?,För att jag inte är så insatt i allt
526,Why did you answer like that?,Det är bra att man får veta 
531,Why did you answer like that?,Inget som intresserar mig men andra gör väl dom dom vill
535,Why did you answer like that?,It depends on the industry - I am more interested in hearing that information from companies with products/services directly aligned with that type of sustainability
553,Why did you answer like that?,Därför osäker på frågan.
555,Why did you answer like that?,Det är det jag tycket så därför svarade jag så. Extremt korkad fråga!
559,Why did you answer like that?,Kan bli för mycket i bland!
578,Why did you answer like that?,För att få större kunskap 
579,Why did you answer like that?,Jag är intresserad av hur man jobbar med hållbarhetsfrågor
581,Why did you answer like that?,.
584,Why did you answer like that?,Alltid intressant att veta mer om det.
590,Why did you answer like that?,Då ges man möjlighet att välja 
596,Why did you answer like that?,Tycker det är viktigt och intressant att höra HUR hotellen jobbar med frågorna. 
597,Why did you answer like that?,Det är viktigt att det talas om hållbarhet i samhället
605,Why did you answer like that?,Ofta syfta det bara till marknadsföring och inget verkligt miljöansvar.
610,Why did you answer like that?,Jag vill kunna göra aktiva val. 
621,Why did you answer like that?,Tror inte att det sanningsenligt.
623,Why did you answer like that?,Miljön är viktigt  
625,Why did you answer like that?,det ligger i mitt intresse som kund att få viss förståelse (inte för detaljerad)
627,Why did you answer like that?,"I want companies to focus on great products, not virtue posturing "
629,Why did you answer like that?,Spelar ingen roll för mig. Alldeles för mycket tjat om dessa ämnen!
633,Why did you answer like that?,All form av faktagranskad information är positiv
634,Why did you answer like that?,Det är bra att dom kommunicerar hur dom arbetar för en bättre framtid. 
636,Why did you answer like that?,"Bra att veta, så länge det inte görs för att bara plocka poäng."
642,Why did you answer like that?,Bra med information om man vill veta.
647,Why did you answer like that?,Jag vet inte    
9,Why did you answer like that?.1,De drar nog lite på sanningen 
62,Why did you answer like that?.1,sustainability is very important
65,Why did you answer like that?.1,Känns som de försöker
76,Why did you answer like that?.1,Mycket som skrivs är snack och liten verkstad 
105,Why did you answer like that?.1,Jag förutsätter att dom är det 
229,Why did you answer like that?.1,"I hope that it's true, if it's not, I would not impact by buying willingness. It's location, location & location when it's for a hotell room and the level of service from the staff that is important. "
235,Why did you answer like that?.1,Har ngen uppfattning ser inga sådana åtgärder eller annat 
244,Why did you answer like that?.1,Det kan vara svårt att veta om de är sanningsenliga eller bara hänger på en trend.
259,Why did you answer like that?.1,Jag har ingen insyn i allt.
278,Why did you answer like that?.1,För att det inte går att lita på någon. Vad och hur har man mätt liksom. Vem kollar att det stämmer
291,Why did you answer like that?.1,På pappret kan man visa en sak medan verkligheten kan se ut på ett annat sätt. 
301,Why did you answer like that?.1,"Tyvärr finns det många företag som framstår som att de är ett svenskt företag som tar ansvar för både hållbar miljö och socialt ansvar utan att göra det, exempelvis företag som flitigt dyker upp i sociala media, och när man gjort ett köp visar det sig att varan sänds direkt från Kina.. Nuförtiden handlar jag till 99% från välkända nordiska företag där jag kan känna mig trygg i att det miljö- och sociala ansvar som företaget säger att de tar är fakta, samt att innehållet i produkterna är kontrollerat inom EU för då är jag trygg med att innehållet är giftfritt och testat inom EU. "
317,Why did you answer like that?.1,Ofta framställs det som bättre 
318,Why did you answer like that?.1,för att jag inte vet säkert
321,Why did you answer like that?.1,Vill tro på det
326,Why did you answer like that?.1,"Olika med olika företag, vissa trovärdiga andra kanske inte så mycket"
344,Why did you answer like that?.1,Har tidigare arbetat  med hållbarhets frågor inom upphandling i offentlig sektor
349,Why did you answer like that?.1,"I believe it is credible, but it has systemic challenges that companies do NOT address"
351,Why did you answer like that?.1,Se förra svaret
374,Why did you answer like that?.1,det är olika och det är ju alltid reklam...
376,Why did you answer like that?.1,Tror detta
389,Why did you answer like that?.1,Det framkommer ibland att företag slirar på sanningen eller överdriver sitt miljöarbete eller sociala ansvarstagande 
398,Why did you answer like that?.1,Jag uppfattar det som det oftast handlar om marknadsföring och inte ett äkta initiativ.
410,Why did you answer like that?.1,Jag vet inte
419,Why did you answer like that?.1,"känns som att många tar till detta för att man måste i det allmänna ""bruset"". Skulle gärna se mer relevant fakta från bolagens sida - att man verkligen  jobbar med det"
423,Why did you answer like that?.1,Det kan nog variera tänker jag
433,Why did you answer like that?.1,Green Washingtonkonferensen utan substans Låg trovärdighet
434,Why did you answer like that?.1,För att jag inte vet
443,Why did you answer like that?.1,Av precis samma anledning som ovan
450,Why did you answer like that?.1,Kan vara svårt att kolla upp 
456,Why did you answer like that?.1,Man kan aldrig vara hundra...
458,Why did you answer like that?.1,"Jag misstror nog de flesta företag som vill vara duktiga på miljö pga nu är det en ""grej"" att vara det.   "
460,Why did you answer like that?.1,när jag bor på hotell så får jag en uppfattning hur man arbetar med hållbarhet bla.
488,Why did you answer like that?.1,Vill inte tro att man ljuger om sånt
492,Why did you answer like that?.1,Jag är skeptisk/litar inte på något 
500,Why did you answer like that?.1,Det finns en hel del green washing upplever jag
507,Why did you answer like that?.1, 
517,Why did you answer like that?.1,Inte funderat så mycket 
518,Why did you answer like that?.1,För att det är vad jag tycker
526,Why did you answer like that?.1,Kanske överdriver något 
535,Why did you answer like that?.1,"Even ""big"" companies have been found to publish dubious information, so it is hard to trust self-published information."
553,Why did you answer like that?.1,Vet inget bättre svar.
555,Why did you answer like that?.1,Därför att det ligger i tiden att prata hållbarhet men upp till bevis.
559,Why did you answer like that?.1,Svensk
578,Why did you answer like that?.1,"Framkommit att det förekommer fusk inom både livsmedelsbranschen, läkemedel och tekniska produkter "
579,Why did you answer like that?.1,Ofta är det mer marknadsföring än verkligt engagemang
584,Why did you answer like that?.1, Förhoppningsvis går det att lita på
590,Why did you answer like that?.1,Jag vill tro att de inte framför lögner 
596,Why did you answer like that?.1,√Ñr ibland svårt att verifiera och man får endast lita på det som företaget kommunicerar. 
597,Why did you answer like that?.1,Det är enbart positiva saker som nämns
610,Why did you answer like that?.1,Alla är inte ärliga. Jag söker kunskap själv på olika ställen för att göra en bedömning. 
621,Why did you answer like that?.1,Dom överdriver
627,Why did you answer like that?.1,Lots of bullshit
629,Why did you answer like that?.1,Se mitt tidigare svar!
633,Why did you answer like that?.1,Därför jag tror det. Skulle drabba företaget negativt om det upptäcktes att de talade osanning.
634,Why did you answer like that?.1,"Många hotellkedjor säger att dom jobbar hårt för miljön, ändå byts handdukarna varje dag trots att gästen vill fortsätta använda den. En del har hård tvål som måste bytas mellan varje gäst istället för flytande tvål som går att fortsätta använda. "
636,Why did you answer like that?.1,Köket att det ofta känns som att det görs som reklam. 
642,Why did you answer like that?.1,Jag tror att alla företag vill framstå som miljömedvetna men kanske inte bryr sig egentligen. När det gäller exempelvis utebliven städning dag 2 på hotell känns det bara som en vinst för hotellet fast det ska se ut som att man bryr sig om miljön...
647,Why did you answer like that?.1,Vet ej
44,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Arkitektur nyproduktion som är ful
111,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Egoism
115,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Militärt försvar
147,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Ledare som struntar i miljön
222,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Kost och hälsa
242,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Kultur 
266,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Att välja vegan-mat är avgörande för planeten!
295,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Fakenews
323,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?","ownership, power and supply chain"
426,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Handikappanpassning
437,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Gräsbeteskött och närproducerade varor inför ev krig
471,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",ai - energislukande verktyg
513,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?","Rika, fattiga - orättvisan och klyftan emellan"
526,"Other::You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?",Lättkränkthet
16,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on?",Många av frågorna hänger ju samman.. Tex.. värnar vi inte om vår miljö och vårt klimat kommer vi inte kunna producera mat till alla människor och kunna bo kvar på många platser vilket kommer leda till svåra konflikter. Mtp detta är det svårt att välja ut bara 4.
44,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on?","Att som företag bygga tilltalande klassiskt och inte boxar, fyrkanter, förfulning"
53,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on?",Ej möjligt att prioritera bort något av ovanstående
104,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on?",Säkerhetsaspekter
231,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on?",minska fossilberoendet
266,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on?",Servera veganmat till anställda
50,Other (Please specify) :What was the main reason for your most recent trip?,"Socialt,familj"
128,Other (Please specify) :What was the main reason for your most recent trip?,kroppsvård
188,Other (Please specify) :What was the main reason for your most recent trip?,Träffa dotter med familj 
193,Other (Please specify) :What was the main reason for your most recent trip?,√Öka till fritidshuset
243,Other (Please specify) :What was the main reason for your most recent trip?,konsert
282,Other (Please specify) :What was the main reason for your most recent trip?,Arbete
361,Other (Please specify) :What was the main reason for your most recent trip?,"Reste med basketkagen jag coachar, ungdoms SM."
446,Other (Please specify) :What was the main reason for your most recent trip?,Sista resan innan makens död
475,Other (Please specify) :What was the main reason for your most recent trip?,Arbete
610,Other (Please specify) :What was the main reason for your most recent trip?,Besöka barnen. 
241,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Musikuppträde
271,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Föreläsning på orten
290,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Hockey match.
292,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Ishockey match
330,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Flytthjälp till familjemedlem
333,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Sjukvård
389,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Besök av släkt 
394,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,besöka släkt och vänner
423,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Konsert
460,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,har bostad utomlands
492,Other: You mentioned that your main reason for travel was Leisure / Vacation / Staycation. Could you tell us more about the purpose of your trip?,Strand/shopping semester 
